"game";"player";"color";"move";"turn"
49;"Alfons2357";"White";"Qxb7";71
49;"piscat0re";"Black";"Rg8+";72
49;"Alfons2357";"White";"Kf3";73
49;"piscat0re";"Black";"Rb8";74
49;"Alfons2357";"White";"Qe4+";75
49;"piscat0re";"Black";"Kd8";76
49;"Alfons2357";"White";"Qh4+";77
49;"piscat0re";"Black";"Kc8";78
49;"Alfons2357";"White";"a3";79
49;"piscat0re";"Black";"f6";80
49;"Alfons2357";"White";"c6";81
49;"piscat0re";"Black";"Nf8";82
49;"Alfons2357";"White";"Qh8";83
49;"piscat0re";"Black";"Kc7";84
49;"Alfons2357";"White";"Qxf6";85
49;"piscat0re";"Black";"Nh7";86
49;"Alfons2357";"White";"Qg7+";87
49;"piscat0re";"Black";"Kxc6";88
49;"Alfons2357";"White";"Qxh7";89
49;"piscat0re";"Black";"Rf8+";90
49;"Alfons2357";"White";"Ke3";91
